, Isl_id, Source_id, Wave_id, RA, E_RA, DEC, E_DEC, Total_flux, E_Total_flux, Peak_flux, E_Peak_flux, Xposn, E_Xposn, Yposn, E_Yposn, Maj, E_Maj, Min, E_Min, PA, E_PA, Maj_img_plane, E_Maj_img_plane, Min_img_plane, E_Min_img_plane, PA_img_plane, E_PA_img_plane, DC_Maj, E_DC_Maj, DC_Min, E_DC_Min, DC_PA, E_DC_PA, DC_Maj_img_plane, E_DC_Maj_img_plane, DC_Min_img_plane, E_DC_Min_img_plane, DC_PA_img_plane, E_DC_PA_img_plane, Isl_Total_flux, E_Isl_Total_flux, Isl_rms, Isl_mean, Resid_Isl_rms, Resid_Isl_mean, S_Code,Pbcorr_Sep(arcmin), Total_Flux,RA_SPIDX,DEC_SPIDX,sep_arcsecods,Total_flux_NVSS,E_Total_flux_NVSS,Total_flux_TGSS,E_Total_flux_TGSS,Spidx,E_Spidx,Sr.no,Spectral_index,E_Spectral_index
0,3,2,0,287.94606165890895,0.00012833258994,-2.46013286438027,7.602798025e-05,0.03444575954329,0.00418324624408,0.0247756429002,0.00189665340067,329.6682715362909,0.46197176920554,1625.0623734631015,0.27369822008779,0.00350094226366,0.00031578222341,0.00236717250066,0.00015379891107,70.5645560370952,9.67325945656626,0.003500717403,0.0003157766258,0.00236717219973,0.00015379173913,70.59045640253842,9.69915982200948,0.00187491712769,0.00031578222341,0.00101750023474,0.00015379891107,101.6618690287786,9.67325945656626,0.00187483350061,0.0003157766258,0.00101748013386,0.00015379173913,101.68776939422185,9.69915982200948,0.02933863013505,0.002163622648,0.00183263618965,-6.397385005e-05,0.00036203177297,-6.401506107e-05, S   ,39.00174712888364,0.019417771742103913,287.94615968659224,-2.4612442232626437,4.016398470299206,0.024188155308365822,0.0008589864009991288,0.17508144676685333,0.012547292746603489,-0.8764545321464539,0.035986728966236115,0.0,-0.7998476488527755,0.5931677703702071
1,4,3,0,287.93798445265605,0.00010872006702,-2.0558881819801,7.155077983e-05,0.04070387256927,0.00409870405002,0.03337042808079,0.00196290315802,358.12204389593285,0.39137115853728,3080.3514808630507,0.25758176149285,0.00373063177919,0.00029431412604,0.00194891444941,8.547482982e-05,58.94287857552253,4.86610563963399,0.00373052832574,0.00029431358424,0.00194885569594,8.547004028e-05,58.96423496458522,4.88746202869666,0.00207536731244,0.00029431412604,0.00031576342506,8.547482982e-05,57.89404710157432,4.86610563963399,0.00207531195571,0.00029431358424,0.00031575357194,8.547004028e-05,57.915403490637,4.88746202869666,0.03853743944672,0.00273900291092,0.00203221011907,-0.00011021935643,0.000519563735,-9.454366227e-05, S   ,36.985879541340886,0.024369442956745868,287.9375386587365,-2.0571431064544217,4.793967192936336,0.025047335773706436,0.0009717985522001982,0.14754348993301392,0.011258047074079514,-0.7863401174545288,0.039051033556461334,1.0,-0.7319669976137059,0.46529003328860846
2,9,7,0,287.78479223933584,4.62928088e-06,-2.09044103744543,2.51447046e-06,0.72957474630375,0.00372426409209,0.76590559375425,0.00208875959656,909.2709939518505,0.01666491617537,2956.1546549262607,0.00905207062505,0.00321124196316,1.18854806e-05,0.00176811932716,3.55299246e-06,65.29902618985801,0.2175322324666,0.00321118253324,1.188545235e-05,0.00176809514281,3.55288657e-06,65.31515394499638,0.23365998760497,0.0,1.18854806e-05,0.0,3.55299246e-06,0.0,0.2175322324666,0.0,1.188545235e-05,0.0,3.55288657e-06,0.0,0.23365998760497,0.97607598524379,0.00592927425034,0.00225900672376,0.00011851163435,0.00190184323583,3.79224048e-06, M   ,27.58096464135746,0.5515197614277728,287.78511111935387,-2.0912176081372684,3.021878183115152,0.4844570755958557,0.000865811191033572,2.427018642425537,0.01136845350265503,-0.7149935364723206,0.002222037175670266,2.0,-0.6622207481601535,0.4913339756055222
3,16,13,0,287.6790328000719,0.00012034870312,-2.06631086213562,0.0001013099638,0.05163961535008,0.00587951436494,0.03026193812694,0.00232166913737,1289.7242607897072,0.43324787724308,3043.1230408530246,0.36471460070144,0.00371811871975,0.00031959252526,0.00273557144358,0.0001873190209,55.19987553267723,12.08394612960097,0.00371809826969,0.00031959223612,0.00273552991327,0.00018731531642,55.21200427355973,12.09607487048347,0.00212714869998,0.00031959252526,0.00186400125801,0.0001873190209,24.3348410608156,12.08394612960097,0.00212714869942,0.00031959223612,0.00186396270859,0.00018731531642,24.34696980169809,12.09607487048347,0.04474652868292,0.00266346832577,0.00217714090832,-0.00011964987061,0.0011798084015,-7.598522643e-05, S   ,22.109413939991313,0.0432102670529484,287.6790466242874,-2.067483448293377,4.221603576992767,0.025590671226382256,0.0008385613327845931,0.12855857610702515,0.011149830184876919,-0.716513454914093,0.04027516022324562,3.0,-0.6899422438745769,0.2606763134957307
4,18,15,0,287.57264415559325,4.617087796e-05,-2.60619380353191,3.271514027e-05,0.07300673313294,0.00382054042903,0.05838195855324,0.00187580293,1672.7876783003687,0.16621382427344,1099.629056494773,0.11777178924325,0.00315598314556,0.00011535392961,0.00236177844446,6.670502252e-05,65.81620509399511,5.19123109256497,0.00315591771988,0.00011535100166,0.00236175397877,6.670464185e-05,65.82666397141261,5.20168996998248,0.0014333202591,0.00011535392961,0.00041838918842,6.670502252e-05,134.89584715480314,5.19123109256497,0.00143331752716,0.00011535100166,0.00041837697857,6.670464185e-05,134.90630603222064,5.20168996998248,0.07198836507228,0.00228337253907,0.00181849405635,0.00049150083214,0.00081357226009,0.00052526040236, S   ,27.10767537964107,0.05572969726665181,287.5726268317104,-2.60690526980152,2.562035550077339,0.0310306828469038,0.0007470742566511035,0.196888729929924,0.011983157135546207,-0.8199994564056396,0.02848917618393898,4.0,-0.7944811260756711,0.22640176200150036
5,21,18,0,287.5603410022377,0.00019154436276,-2.80094558763361,0.00012177222515,0.03181137503761,0.00517042562549,0.01799998633815,0.00199418925898,1717.1585426410888,0.68955474115502,398.5549273541324,0.43835725030318,0.00370202504939,0.00045116925767,0.00284559215517,0.00028658991426,91.49856212212902,19.93244865376001,0.00370200203737,0.00045114259432,0.00284544165803,0.00028658991306,91.50920111898006,19.94308765061105,0.00269922908422,0.00045116925767,0.00109883139781,0.00028658991426,121.8335572442788,19.93244865376001,0.00269922283726,0.00045114259432,0.00109876899651,0.00028658991306,121.84419624112984,19.94308765061105,0.02638665238514,0.00222110900516,0.00185861531645,8.432158938e-05,0.00077116570901,0.00011020292004, S   ,37.37612984254215,0.018830302671331803,287.56154521935747,-2.8016600975579666,5.036399134743867,0.02985554374754429,0.0007600956014357507,0.2533983886241913,0.011503436602652073,-0.9484646320343018,0.02280808985233307,5.0,-0.8351753174608357,0.8046001548968544
6,22,19,0,287.53853585184214,0.0001000919471,-2.17902784728784,7.439488835e-05,0.05764304499746,0.00516098955923,0.03325966190517,0.00201612364078,1795.230204491766,0.36032890769939,2637.433356712236,0.26782153669273,0.00372967746989,0.00025215705821,0.00276972410896,0.00015053425,63.69893722951197,9.81128657633752,0.00372966317952,0.00025215705751,0.00276971793779,0.00015053333826,63.70638569784001,9.81873504466555,0.00214240703409,0.00025215705821,0.00191927393981,0.00015053425,96.29919447256056,9.81128657633752,0.00214239414068,0.00025215705751,0.00191927386073,0.00015053333826,96.3066429408886,9.81873504466555,0.05471410362261,0.00271374290278,0.00188713974785,-0.00014172053488,0.00132196897175,-3.72065806e-05, S   ,11.9674381709655,0.05474250131363762,287.5384027511154,-2.180139349765807,4.029954202518522,0.009570430032908916,0.0007770978263579309,0.17864783108234406,0.011277562938630581,-1.299990177154541,0.04412019997835159,6.0,-1.298575993681479,0.04972800157665901
7,23,20,0,287.5028095056409,0.00024647388114,-1.92278941431181,0.00017511971044,0.01417707672443,0.00359687842401,0.01120499625129,0.00172376437284,1923.6591322904333,0.88730251139818,3559.9025071641645,0.63042263073474,0.0034748290217,0.00065834963882,0.00217032631337,0.0002711029503,58.80040370793553,16.59000011021425,0.00347482889333,0.0006583440336,0.00217028926702,0.0002711006209,58.80577802640988,16.5953744286886,0.00157148296447,0.00065834963882,0.00100339802893,0.0002711029503,55.13382349320643,16.59000011021425,0.00157148263814,0.0006583440336,0.00100338107288,0.0002711006209,55.13919781168078,16.5953744286886,0.01135663130277,0.00175342797951,0.00171028578188,0.00020923974807,0.00019181818061,0.00021120927704, S   ,20.10789452543833,0.012238971455207255,287.50356535924874,-1.923103856152652,2.945724690807205,0.00916993711143732,0.0008042575209401548,0.03546186909079552,0.011651267297565937,-0.5726622343063354,0.19396980106830597,7.0,-0.5642193989022022,0.40240958759466383
8,24,22,0,287.43383738508896,6.087657387e-05,-1.89328561908265,4.205279927e-05,0.04479207174114,0.00328767219103,0.04261612755957,0.00178461255386,2171.8127189686934,0.21915538871571,3666.135685100036,0.15138765754949,0.0031021258352,0.00016016127823,0.00201953469631,6.859510472e-05,60.42742520999326,4.77359228981214,0.00310212276823,0.00016015885448,0.00201950186064,6.859495965e-05,60.43043853624806,4.77660561606694,0.00062923842076,0.00016016127823,0.0,6.859510472e-05,139.46869548958858,4.77359228981214,0.00062922947885,0.00016015885448,0.0,6.859495965e-05,139.4717088158434,4.77660561606694,0.0537644385052,0.00423306610617,0.0018248166889,1.640698611e-05,0.00033474343945,4.95053973e-06, C   ,20.190730837726868,0.038621159356095676,287.4338267705598,-1.8941396242167114,3.0746560843688946,0.01663891226053238,0.0008318900945596397,0.1466209441423416,0.011696795001626015,-0.964255690574646,0.0424991212785244,8.0,-0.9341273080862094,0.2360938473184427
9,25,23,0,287.3870480855395,3.91130019e-05,-2.3040826337034,2.833492867e-05,0.06104618880518,0.00285779993261,0.05855894510507,0.00154808722452,2340.204111798127,0.14080676473744,2187.2804746199977,0.10200562599508,0.0031709578383,0.00010611566009,0.00195952832414,4.092294663e-05,57.43222645438919,2.73586261096779,0.00317095441656,0.00010611553239,0.00195952759815,4.092293654e-05,57.43401230799736,2.73764846457597,0.00075935280312,0.00010611566009,9.9122287e-05,4.092294663e-05,29.46350295487318,2.73586261096779,0.00075935170448,0.00010611553239,9.912228671e-05,4.092293654e-05,29.46528880848136,2.73764846457597,0.05710786485958,0.00222970891941,0.0015999203315,-0.00015182830975,0.00079487182666,-0.00011863768304, S   ,5.853022642624071,0.060299571980003366,287.38713036911713,-2.304997479984585,3.306717669002417,0.02094966545701027,0.0008028887095861137,0.17320957779884338,0.012004422955214977,-0.9364109635353088,0.03507830947637558,9.0,-0.9166268231685489,0.17447610201102248
10,28,27,0,287.34689404399137,0.00018588405146,-2.39172669298059,0.00020844438661,0.03609321129505,0.00576814059528,0.01428520222651,0.00170522343673,2484.6427410144047,0.66918258329663,1871.7650872640688,0.75039631118899,0.00403856253748,0.00049311056423,0.00372898303148,0.00043517377246,11.74090033455436,64.13965562013101,0.00403854439704,0.00049311008408,0.00372898247319,0.00043517217648,11.74107850268892,64.13983378826556,0.00342927637578,0.00049311056423,0.00226871236728,0.00043517377246,160.3111182725941,64.13965562013101,0.00342926252011,0.00049311008408,0.00226871100393,0.00043517217648,160.31129644072865,64.13983378826556,0.02787047927552,0.00200052719347,0.00158181285951,-7.765385089e-05,0.00108859606553,-1.226689164e-05, S   ,10.47372602817604,0.03469524614984067,287.34703968595113,-2.3929263825083447,4.350536790650109,0.013867353089153767,0.0008200046722777188,0.06500261276960373,0.012259112671017647,-0.6729309558868408,0.0955926850438118,10.0,-0.6862558553952596,0.043284468186984136
11,31,29,0,287.3074049629167,0.00014857684113,-2.01350830815544,9.032323829e-05,0.02156358520823,0.00313125315848,0.01882550652933,0.00156990139835,2626.711751173987,0.53487652712472,3233.347271737372,0.3251616025073,0.00353530826869,0.00039103449103,0.00193119402617,0.00012141980868,61.97916044308666,7.26250051571312,0.00353529961399,0.00039103195078,0.00193118618324,0.00012141980713,61.97792307495948,7.26126314758595,0.00170710988977,0.00039103449103,7.314779629e-05,0.00012141980868,66.60725916268272,7.26250051571312,0.00170710655866,0.00039103195078,7.314746292e-05,0.00012141980713,66.60602179455555,7.26126314758595,0.01873870508452,0.00205977219451,0.00162865780294,6.184264203e-05,0.0005149228964,8.806159167e-05, S   ,12.403589223242559,0.020399813845992553,287.307711093612,-2.0134409083701352,1.1278005379258549,0.009734615683555603,0.0009031380759552121,0.052775461226701736,0.012234260328114033,-0.7369575500488281,0.11760066449642181,11.0,-0.7279874706014732,0.217395762430319
12,32,30,0,287.2519857689676,4.476921883e-05,-2.45546488042062,3.175691965e-05,0.05816487993734,0.00305539906827,0.05406819836001,0.00162751393609,2825.999405332913,0.16116898674362,1642.2991590167724,0.11432392213866,0.00318787595552,0.00011981308238,0.002011397441,4.849095097e-05,58.69799502261212,3.24933169942277,0.0031878749086,0.00011981209386,0.00201137819932,4.849087125e-05,58.69411199457815,3.24544867138881,0.00077223204622,0.00011981308238,0.00055099368486,4.849095097e-05,35.81462635191473,3.24933169942277,0.00077222973343,0.00011981209386,0.00055098988317,4.849087125e-05,35.81074332388076,3.24544867138881,0.05538947224871,0.00224259633388,0.00166389998049,2.625265734e-05,0.00063920917455,3.732095502e-05, S   ,15.292807846506857,0.053448809983983235,287.2521582036863,-2.4563968629959483,3.411975760126479,0.019803937524557114,0.000895512115675956,0.13488247990608215,0.013021629303693771,-0.8497388362884521,0.04909424111247063,12.0,-0.8421634365284264,0.10946649338307626
13,33,31,0,287.22472719435666,0.00013983747384,-1.81487600991657,0.00010806346939,0.01889631520855,0.00320780094235,0.01654801288575,0.00166269695871,2924.2168041728323,0.50341384197303,3948.397807683796,0.38901889751146,0.00313166959962,0.00037322115723,0.00217341688543,0.0001841141732,57.24689052041908,13.2462093210647,0.00313162172973,0.00037321119508,0.00217339192436,0.0001841141589,57.24315687694923,13.24247567759485,0.00104402306165,0.00037322115723,0.00036398627278,0.0001841141732,163.29801976475426,13.2462093210647,0.00104400341703,0.00037321119508,0.00036398337764,0.0001841141589,163.29428612128442,13.24247567759485,0.01600627212162,0.00165867942217,0.00165422959253,-1.235850232e-05,0.00018546069623,-9.23843254e-06, S   ,25.154283696929983,0.014987417212007883,287.2251356660526,-1.814584971092496,1.8049797119591242,0.009520651772618294,0.0009218149352818727,0.05768052488565445,0.011180638335645199,-0.7920553088188171,0.09834868460893631,13.0,-0.7610736052567831,0.3281818446524618
14,34,32,0,287.21019181139263,0.00017519693171,-1.9825229003383,9.289338988e-05,0.01967059780109,0.00329451207766,0.01611698252282,0.00160926521077,2976.4715896406838,0.63070727346055,3344.8741250955054,0.3344133951733,0.00347594871548,0.00043638689725,0.00209286559259,0.00016619990519,69.36568754007757,10.09862482977501,0.00347592612145,0.00043638260063,0.00209285605503,0.00016619970387,69.36110636390413,10.09404365360155,0.00173735755373,0.00043638689725,0.00036804241417,0.00016619990519,90.72353411538624,10.09862482977501,0.00173735312293,0.00043638260063,0.00036803928331,0.00016619970387,90.71895293921278,10.09404365360155,0.01855312321511,0.00177967108212,0.00161719159223,0.00049737124937,0.0002656111028,0.00049928692169, S   ,16.166188981426615,0.01789549446061023,287.2102939193172,-1.9834755839316731,3.4492801550481453,0.006362376268953085,0.0009748816955834627,0.11127004027366638,0.010623285546898842,-1.2689146995544434,0.08069207519292831,14.0,-1.2125684958255378,0.3107669728703636
15,35,33,0,287.1411249201028,7.95414926e-06,-2.49938881352539,4.90021907e-06,0.35296999146645,0.00313447853395,0.32368187518547,0.00165681803453,3224.7066223709094,0.02863476091128,1484.1353087680038,0.01764057440758,0.00319867117694,2.034509576e-05,0.00203204736435,8.37059918e-06,64.64761305642644,0.56841832240727,0.00319866936126,2.034485247e-05,0.00203201132993,8.37054613e-06,64.63882631690097,0.55963158288181,0.00102505437758,2.034509576e-05,3.975124977e-05,8.37059918e-06,102.09610949738084,0.56841832240727,0.00102504415077,2.034485247e-05,3.97509189e-05,8.37054613e-06,102.08732275785538,0.55963158288181,0.44970329559965,0.00312809350404,0.00168682925869,-0.00019459468604,0.00206987117417,-3.276963616e-05, M   ,20.797968368299557,0.3015617106434506,287.14080146511895,-2.500283453968141,3.4243669734596125,0.18933726847171783,0.0009318016236647964,1.1371009349822998,0.012812074273824692,-0.7954825758934021,0.0053336103446781635,15.0,-0.7519752270792351,0.3700144759010491
16,37,35,0,287.1257770816936,5.718772966e-05,-1.68852716330384,5.396544293e-05,0.05411584914175,0.00372400953196,0.03823838061711,0.00168981154465,3280.3095788257383,0.2058743544504,4403.198308434076,0.19426732339113,0.00313889548115,0.00014792639243,0.00268748345873,0.00011136649476,51.05802051493551,12.58684395448382,0.00313877552409,0.00014791924609,0.00268745252414,0.00011136633711,51.05163113609879,12.5804545756471,0.00190542006358,0.00014792639243,0.00036824949837,0.00011136649476,156.18703835237068,12.58684395448382,0.00190537452781,0.00014791924609,0.00036823998671,0.00011136633711,156.18064897353395,12.5804545756471,0.05248750253538,0.00232000385648,0.0015915009426,-0.00034761990537,0.00090242153965,-0.00024049558851, S   ,34.28308258028865,0.03491991770616497,287.12589868378404,-1.6889346433040158,1.530799681669335,0.024207238107919693,0.0009778431849554181,0.14548878371715546,0.011005200445652008,-0.7952437996864319,0.03867270424962044,16.0,-0.7688018276136045,0.24401856004552677
17,41,39,0,286.88522168858947,0.0001116419646,-2.06048818997789,0.00010824143232,0.03702116033918,0.00406826852639,0.01947682600508,0.00149367011703,4145.567670562284,0.40189828536207,3063.967923810881,0.38966769626108,0.00347787763845,0.00027280663682,0.00325768479987,0.00024425386446,126.86678600093204,49.55563424423177,0.00347783849651,0.00027279824331,0.00325760560933,0.00024425269314,126.8503415089716,49.53918975227135,0.00286634626255,0.00027280663682,0.00108778435077,0.00024425386446,145.38380391431502,49.55563424423177,0.00286633878385,0.00027279824331,0.00108774850444,0.00024425269314,145.36735942235458,49.53918975227135,0.10225604314358,0.00372880861741,0.0013736145338,8.202089521e-05,0.00141849240754,0.00555433053523, S   ,28.992453610065088,0.02715439330877421,286.8849426785126,-2.061985975030867,5.484665177735946,0.06095891073346138,0.0009756462532095611,0.21750608086585999,0.011891815811395645,-0.5634948015213013,0.02490975894033909,17.0,-0.44790657690308916,1.491676552760037
18,42,40,0,286.86824207046345,0.0001456532903,-2.09694342224077,9.551848321e-05,0.02357345265368,0.00308456198046,0.01665665198156,0.00136599779527,4206.613340121056,0.52433391335549,2932.7102626532214,0.34386576011946,0.00376098538239,0.00038237802435,0.00224298171137,0.00014837441721,61.35168796814437,8.33625595196036,0.00376085688717,0.00038237597628,0.00224297663111,0.00014836980658,61.33433144284911,8.3188994266651,0.00213202353013,0.00038237802435,0.00114957653001,0.00014837441721,64.33663733806407,8.33625595196036,0.00213194892312,0.00038237597628,0.00114957487867,0.00014836980658,64.31928081276881,8.3188994266651,0.02041543295725,0.00160617679525,0.00134404248092,-0.00014069299505,0.00048789233551,-0.00012173184223, S   ,29.343949538295803,0.01715688478202754,286.86811684414056,-2.097770151441597,3.010127484232875,0.010245065204799175,0.0009705855627544224,0.06344841420650482,0.011917333118617535,-0.8006982207298279,0.09388178586959839,18.0,-0.7830574561844874,0.23374046721751335
19,44,43,0,286.84137389636953,6.813943389e-05,-2.41819122367497,4.068119312e-05,0.04997425368605,0.00292262650122,0.03614798514314,0.0013054581467,4302.871947827385,0.24529259924025,1776.1882078616773,0.14645137709979,0.00383340798649,0.00017669739058,0.00214967356599,6.082542307e-05,63.52631361302183,3.36550920310304,0.00383333293985,0.00017669659894,0.00214962029386,6.082299753e-05,63.50516576611028,3.34436135619149,0.00226809158087,0.00017669739058,0.00092902547147,6.082542307e-05,68.78554001507867,3.36550920310304,0.00226803796013,0.00017669659894,0.00092900622488,6.082299753e-05,68.7643921681671,3.34436135619149,0.0504304586278,0.00249351545117,0.00130410247948,-0.00023419894569,0.00143029342871,9.708725702e-05, S   ,32.37953049638287,0.03386276051988027,286.84174672484636,-2.418906838181176,2.9043265262602875,0.02495737373828888,0.0009541400941088796,0.12448358535766602,0.013230926357209682,-0.7089195847511292,0.05102062225341797,19.0,-0.6864651747402414,0.26419757389811344
20,45,44,0,286.78085070371304,0.00044014834136,-2.19318234670345,0.00013506655866,0.1137096730752,0.00828019240929,0.01418771316637,0.00091794203255,4520.871553072571,1.58445808077384,2586.140491599312,0.48623923884906,0.01372479799135,0.0010678295064,0.00348077544666,0.00018727756903,75.86676479045397,4.68060246802629,0.01372416522275,0.00106782872194,0.00348076854684,0.00018726870161,75.84526802054378,4.6591056981161,0.01338762366561,0.0010678295064,0.00281928177894,0.00018727756903,76.39519169261304,4.68060246802629,0.01338700413368,0.00106782872194,0.00281927667704,0.00018726870161,76.37369492270285,4.6591056981161,0.20291625272624,0.00485710228475,0.0012696305057,-0.00015462200099,0.00084315845743,-0.00010921758076, M   ,33.712317121562506,0.07448277444568119,286.7823771444866,-2.1929614719093875,5.548433282539383,0.06843114644289017,0.0009194494341500103,0.6798279881477356,0.012373905628919601,-1.0184993743896484,0.009694507345557213,20.0,-0.9366930317780007,0.5353122118557342
